Base Item Code,"Retailer 
Item 
Code",Description,Category,"Reg 
Price",Base LIG Flag,Rank By Visit,Rank By Sales,Rank By Price,Visits(Base Appeared)#,(Visits Base Appeared)%,A1 Item Code,A1 Retailer Item Code,A1 Item Description,A1 LIG Flag,Rank By Visit,Rank By Sales,Rank By Price,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A2 Item Code
31648,869838,BRITA LONG LASTING FILTER,MISC GENERAL MDSE-GM,36.99000168,0,32661,21041,278,5,1.72E-06,7396,8981575,F-FAIRLIFE MILK 52 FO 6764,1,201,168,21915,2,40.00,37428
31648,869838,BRITA LONG LASTING FILTER,MISC GENERAL MDSE-GM,36.99000168,0,32661,21041,278,5,1.72E-06,14378,257582,JRS LITTLE FELLAS CHOC CHSCKE,0,8868,10976,30112,1,20.00,7150
31648,869838,BRITA LONG LASTING FILTER,MISC GENERAL MDSE-GM,36.99000168,0,32661,21041,278,5,1.72E-06,15291,825693,KOZY RICE PDDNG 4PK,0,11077,12527,26881,1,20.00,45642
31648,869838,BRITA LONG LASTING FILTER,MISC GENERAL MDSE-GM,36.99000168,0,32661,21041,278,5,1.72E-06,21615,105422,KAHIKI ORANGE CHICKEN,0,9811,8042,9702,1,20.00,7599
31661,427741,OTB PIC 2 IN 1 INSECT ZAPPER,MISC GENERAL MDSE-GM,33.99000168,0,32662,24634,356,5,1.72E-06,311149,517375,NW CHERRY 11 R,0,214,86,43397,2,40.00,51836
31661,427741,OTB PIC 2 IN 1 INSECT ZAPPER,MISC GENERAL MDSE-GM,33.99000168,0,32662,24634,356,5,1.72E-06,18137,53403,CAPPIELLO SLCD MOZZ LOG,0,5368,3960,7536,1,20.00,8948
31661,427741,OTB PIC 2 IN 1 INSECT ZAPPER,MISC GENERAL MDSE-GM,33.99000168,0,32662,24634,356,5,1.72E-06,115932,26832100619,NY DAILY NEWS SATURDAY,0,6605,9063,35832,1,20.00,55032
31661,427741,OTB PIC 2 IN 1 INSECT ZAPPER,MISC GENERAL MDSE-GM,33.99000168,0,32662,24634,356,5,1.72E-06,115740,42421160710,BOARS HD SALAMI PANINO,0,15146,13487,11620,1,20.00,46169
35621,60101,CROSBY GOLD STAR MOLASSES,MOLASSES/KARO,21.29000092,0,32670,24790,1562,5,1.72E-06,18435,96164,DELDUCA SOPRESATA 1/2 BABY SWT,0,6699,3502,5981,1,20.00,33838
35621,60101,CROSBY GOLD STAR MOLASSES,MOLASSES/KARO,21.29000092,0,32670,24790,1562,5,1.72E-06,15135,734497,DAISY SQZ SOUR CREAM,0,245,419,32145,1,20.00,7474
35621,60101,CROSBY GOLD STAR MOLASSES,MOLASSES/KARO,21.29000092,0,32670,24790,1562,5,1.72E-06,21368,136819,BE BUFFALO WINGS CAULIFLOWER,0,14557,14886,20076,1,20.00,47364
35621,60101,CROSBY GOLD STAR MOLASSES,MOLASSES/KARO,21.29000092,0,32670,24790,1562,5,1.72E-06,21227,136072,BE BBQ CAULIFLOWER WINGS,0,15302,15947,20075,1,20.00,47364
4301,101994,S-ALP GNM W FLWR POT STT,SEASONAL GENERAL MERCHANDISE-GM,24.59000015,0,32686,26507,1047,5,1.72E-06,14323,459880,2BITE RED VLVT MINI CPCKE 12PK,0,7876,7166,14477,1,20.00,7055
4301,101994,S-ALP GNM W FLWR POT STT,SEASONAL GENERAL MERCHANDISE-GM,24.59000015,0,32686,26507,1047,5,1.72E-06,39686,34665,BC DECO GEL METALLIC GOLD,0,16354,17893,26613,1,20.00,7975
4301,101994,S-ALP GNM W FLWR POT STT,SEASONAL GENERAL MERCHANDISE-GM,24.59000015,0,32686,26507,1047,5,1.72E-06,14292,536928,GG PREMIUM 2BT CARROT CAKES,0,4512,4056,14467,1,20.00,65030
4301,101994,S-ALP GNM W FLWR POT STT,SEASONAL GENERAL MERCHANDISE-GM,24.59000015,0,32686,26507,1047,5,1.72E-06,36597,529830,MLKBN PILL PCH BACON DOG TRT,0,11725,12249,22073,1,20.00,NA
4304,123410,S-ALP GRN BRDBTH W PLNTR PDSTL,SEASONAL GENERAL MERCHANDISE-GM,29.48999977,0,32687,26452,537,5,1.72E-06,37436,29788,B YET WHITE VINEGAR,0,1062,1206,27099,1,20.00,45468
4304,123410,S-ALP GRN BRDBTH W PLNTR PDSTL,SEASONAL GENERAL MERCHANDISE-GM,29.48999977,0,32687,26452,537,5,1.72E-06,64589,5.10E+12,RED SEEDLESS,0,925,1289,43987,1,20.00,8530
4304,123410,S-ALP GRN BRDBTH W PLNTR PDSTL,SEASONAL GENERAL MERCHANDISE-GM,29.48999977,0,32687,26452,537,5,1.72E-06,64597,5.10E+12,SLICE CANTALOUPE,0,2693,4699,43991,1,20.00,8859
5134,593987,BRITA BSC FCT MNT SYSTM CHRM,HOUSEWARES/SM APPLIANCES,46.99000168,0,32743,19181,173,5,1.72E-06,64088,42187011370,BEST YET 1% MILK,0,68,63,32880,3,60.00,26066
5134,593987,BRITA BSC FCT MNT SYSTM CHRM,HOUSEWARES/SM APPLIANCES,46.99000168,0,32743,19181,173,5,1.72E-06,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,2,40.00,24483
5134,593987,BRITA BSC FCT MNT SYSTM CHRM,HOUSEWARES/SM APPLIANCES,46.99000168,0,32743,19181,173,5,1.72E-06,24482,786238,SCN INTERLOCK HDWRAP,0,22902,25107,23654,2,40.00,38095
5134,593987,BRITA BSC FCT MNT SYSTM CHRM,HOUSEWARES/SM APPLIANCES,46.99000168,0,32743,19181,173,5,1.72E-06,24395,29408,CNR BLACK BOBBY PINS,0,22082,31816,40326,2,40.00,25386
51938,18200159817,SCHOCK TOP BELGN WHEAT ALE12BT,DSD-BEER DEPT,19.98999977,0,32750,25573,1959,5,1.72E-06,46642,10336,F EXP LEAFY GREENS ROMAINE,0,452,558,30496,2,40.00,51137
51938,18200159817,SCHOCK TOP BELGN WHEAT ALE12BT,DSD-BEER DEPT,19.98999977,0,32750,25573,1959,5,1.72E-06,51137,71330601496,FREI 100% WHOLE WHEAT,0,1378,1392,26151,2,40.00,46642
51956,18200202179,BUD LIGHT TEA SLTZR 12PK,DSD-BEER DEPT,20.98999977,0,32751,25160,1664,5,1.72E-06,116642,81054393409,CRANE LAKE CHARDONNAY,0,37617,32930,4168,1,20.00,46805
51956,18200202179,BUD LIGHT TEA SLTZR 12PK,DSD-BEER DEPT,20.98999977,0,32751,25160,1664,5,1.72E-06,14596,579217,BCKR SOURDOUGH,0,817,763,23536,1,20.00,56060
5478,373336,MANTOVA EXTRA VIRGIN GOLDEN OO,NOS Davidson,17.48999977,0,32758,25621,2597,5,1.72E-06,308241,5.10E+13,P5 BEEF BONELESS CHUCK STEAK,0,1251,1109,43290,2,40.00,298468
5478,373336,MANTOVA EXTRA VIRGIN GOLDEN OO,NOS Davidson,17.48999977,0,32758,25621,2597,5,1.72E-06,298468,411621,KIM BK VAN UNICORN SHAPED FRST,0,11306,10762,18523,2,40.00,59884
5478,373336,MANTOVA EXTRA VIRGIN GOLDEN OO,NOS Davidson,17.48999977,0,32758,25621,2597,5,1.72E-06,47068,462550,PURPLE SUPER COLSL GARLIC 30LB,0,106,729,30510,2,40.00,7135
5505,433704,LUCI PREMIUM EVOO,NOS Davidson,24.88999939,0,32761,23570,1021,5,1.72E-06,15912,155835,EGLND GGLND S BST CG FR LG WHT,0,1798,1992,29269,1,20.00,9152
5505,433704,LUCI PREMIUM EVOO,NOS Davidson,24.88999939,0,32761,23570,1021,5,1.72E-06,19306,97866,AGF ABF SUNDAY BACON,0,5042,3625,12942,1,20.00,54827
5505,433704,LUCI PREMIUM EVOO,NOS Davidson,24.88999939,0,32761,23570,1021,5,1.72E-06,11002,426379,LUNDBRG SEA SALT RICE CHIP MWO,0,17968,18138,17663,1,20.00,39962
5505,433704,LUCI PREMIUM EVOO,NOS Davidson,24.88999939,0,32761,23570,1021,5,1.72E-06,10862,386182,LUCI ORGNC EVERYDAY EVOO,0,22289,14587,2015,1,20.00,9518
58428,6.28E+11,GOLI ASHWAGANDHA GUMMIES,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,32833,24767,1975,5,1.72E-06,113215,8.94E+11,FNGR LKE GRND COF SKANEATELES,0,19798,15774,7122,1,20.00,22318
58428,6.28E+11,GOLI ASHWAGANDHA GUMMIES,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,32833,24767,1975,5,1.72E-06,113288,48713000016,GRADE A JUMBO EGGS,0,2859,3239,38880,1,20.00,8028
58428,6.28E+11,GOLI ASHWAGANDHA GUMMIES,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,32833,24767,1975,5,1.72E-06,113205,8.94E+11,FNGR LKE GRND COF SENECA,0,19979,15962,7116,1,20.00,22318
58428,6.28E+11,GOLI ASHWAGANDHA GUMMIES,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,32833,24767,1975,5,1.72E-06,113155,20436601008,GG  BLACK PEPPER,0,25270,33898,41595,1,20.00,55940
58904,41331026390,GOYA CANILLA EXFANCY LG RICE,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,32840,24768,1979,5,1.72E-06,59326,41331124065,GOYA PINK BEANS CAN,0,8164,15422,41092,2,40.00,45913
58904,41331026390,GOYA CANILLA EXFANCY LG RICE,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,32840,24768,1979,5,1.72E-06,60770,5.10E+13,FRESH GROUND BEEF 85% LEAN 15% FAT,0,55,21,17903,2,40.00,4152
58904,41331026390,GOYA CANILLA EXFANCY LG RICE,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,32840,24768,1979,5,1.72E-06,59316,41331120012,GOYA PIGEON PEAS CAN GRANUL,0,6764,11987,39339,2,40.00,51638
58904,41331026390,GOYA CANILLA EXFANCY LG RICE,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,32840,24768,1979,5,1.72E-06,15919,35681,EGLND EGGS,0,676,394,26471,1,20.00,46069
63758,5.10E+12,FULL SHEET SINGLE LAYER FILLED,NA,69.98999786,0,32882,16346,30,5,1.72E-06,14343,237998,DAVIDS RAINBOW CKE SLC,0,5530,5073,18221,1,20.00,7952
63758,5.10E+12,FULL SHEET SINGLE LAYER FILLED,NA,69.98999786,0,32882,16346,30,5,1.72E-06,7952,8979802,F-PILLS CLASSIC BROWNIES 1390,1,880,2111,36901,1,20.00,14343
63758,5.10E+12,FULL SHEET SINGLE LAYER FILLED,NA,69.98999786,0,32882,16346,30,5,1.72E-06,8536,8981073,F-Family Group 1535,1,881,1581,34534,1,20.00,NA
63758,5.10E+12,FULL SHEET SINGLE LAYER FILLED,NA,69.98999786,0,32882,16346,30,5,1.72E-06,64883,5.10E+12,LUAU BOWL,0,3722,938,44057,1,20.00,NA
64823,5.10E+12,TRAY FRUIT MED,NA,35.99000168,0,32890,20853,309,5,1.72E-06,61830,5.10E+12,REG CHS & MEAT NIBLR TRAY 8-10,0,28326,15516,242,1,20.00,38611
64823,5.10E+12,TRAY FRUIT MED,NA,35.99000168,0,32890,20853,309,5,1.72E-06,7339,8981518,F-TROP JC 52OZ 19,1,65,35,19311,1,20.00,NA
64823,5.10E+12,TRAY FRUIT MED,NA,35.99000168,0,32890,20853,309,5,1.72E-06,45338,93051,APPLE RED DEL TOTES,0,2016,1993,40535,1,20.00,61830
64823,5.10E+12,TRAY FRUIT MED,NA,35.99000168,0,32890,20853,309,5,1.72E-06,38611,95840,B YET DRINKING WTR 24PK,0,144,105,26091,1,20.00,61830
72305,71896250428,NY YANKEE YEARBOOK,DSD-GM-DATED PERIODICALS,20,0,32935,24760,1817,5,1.72E-06,44271,404341,BOOKBINDERS COCKTAIL SAUCE,0,4526,7117,38267,1,20.00,51052
72305,71896250428,NY YANKEE YEARBOOK,DSD-GM-DATED PERIODICALS,20,0,32935,24760,1817,5,1.72E-06,304950,7.25E+11,BAUER SIP F,0,35818,30056,4327,1,20.00,73783
72305,71896250428,NY YANKEE YEARBOOK,DSD-GM-DATED PERIODICALS,20,0,32935,24760,1817,5,1.72E-06,32756,472250,B YET BTE/SZE SHRD WHEAT,0,2638,4187,37411,1,20.00,58258
72305,71896250428,NY YANKEE YEARBOOK,DSD-GM-DATED PERIODICALS,20,0,32935,24760,1817,5,1.72E-06,27688,618135,LTRMN AF ATHT FT SPRY DEOD,0,21318,16708,5435,1,20.00,64093
107635,11120222715,LITTLE GREEN PRO LATE FEE,DSD-GEN MDSE DEPT,25,0,33509,44238,830,4,1.38E-06,107628,11120037296,BIG GREEN TOOL RENTAL FEE,0,15292,19281,23269,1,25.00,107636
107635,11120222715,LITTLE GREEN PRO LATE FEE,DSD-GEN MDSE DEPT,25,0,33509,44238,830,4,1.38E-06,107636,11120222722,LITTLE GREEN PRO 24 HR RENTAL,0,18708,13934,947,1,25.00,107628
107635,11120222715,LITTLE GREEN PRO LATE FEE,DSD-GEN MDSE DEPT,25,0,33509,44238,830,4,1.38E-06,107631,11120178463,BIG GREEN 48 HR RENTAL FEE,0,15013,8137,181,1,25.00,107629
107635,11120222715,LITTLE GREEN PRO LATE FEE,DSD-GEN MDSE DEPT,25,0,33509,44238,830,4,1.38E-06,107629,11120037302,BIG GREEN 24 HR RENTAL FEE,0,9210,2602,313,1,25.00,107631
112584,8.55E+11,CROOK 3/8/11CN - TEA VP,DSD-BEER DEPT,17.98999977,0,33540,26967,2391,4,1.38E-06,18077,52015,BELG SHREDDED CUP ASIAGO,0,3497,3314,14527,1,25.00,47617
112584,8.55E+11,CROOK 3/8/11CN - TEA VP,DSD-BEER DEPT,17.98999977,0,33540,26967,2391,4,1.38E-06,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,1,25.00,51889
112584,8.55E+11,CROOK 3/8/11CN - TEA VP,DSD-BEER DEPT,17.98999977,0,33540,26967,2391,4,1.38E-06,20834,320804,NWMN CAULI CRST MARG PIZZA,0,21265,19518,10446,1,25.00,8134
112591,8.60E+11,LONE RIVER RANCH WTR 12PK,DSD-BEER DEPT,20.98999977,0,33541,25866,1580,4,1.38E-06,109881,38269705046,PF BANG SNAPS 100 CT,0,3481,7298,41582,1,25.00,52204
112591,8.60E+11,LONE RIVER RANCH WTR 12PK,DSD-BEER DEPT,20.98999977,0,33541,25866,1580,4,1.38E-06,113294,48713000634,GRADE A LARGE 6PK EGGS,0,8650,18420,42562,1,25.00,53726
112591,8.60E+11,LONE RIVER RANCH WTR 12PK,DSD-BEER DEPT,20.98999977,0,33541,25866,1580,4,1.38E-06,109894,38269723378,PF #8 GOLD BAMBOO SPARKLERS,0,4016,5622,36017,1,25.00,52204
116025,6.70E+11,DECOY LTD PINOT NOIR 750ML,DSD-WINE,29.98999977,0,33560,23812,474,4,1.38E-06,52461,8.50E+11,FIDDLE HEAD IPA 4PK,0,3169,1017,3683,2,50.00,52046
116025,6.70E+11,DECOY LTD PINOT NOIR 750ML,DSD-WINE,29.98999977,0,33560,23812,474,4,1.38E-06,116702,8.95E+11,90+ 50 PROSECCO,0,9058,5166,3498,2,50.00,52461
116025,6.70E+11,DECOY LTD PINOT NOIR 750ML,DSD-WINE,29.98999977,0,33560,23812,474,4,1.38E-06,52046,83820123937,GUINNESS STOUT 12OZ/6PK BTL,0,3778,1444,2501,2,50.00,52503
116129,81054994873,LITTLE PENGUIN CAB SAUV 1.5L,DSD-WINE,16.98999977,0,33566,27679,2691,4,1.38E-06,14899,47184,MD CINNAMON BUN-4PK,0,2820,3352,27905,1,25.00,51102
116129,81054994873,LITTLE PENGUIN CAB SAUV 1.5L,DSD-WINE,16.98999977,0,33566,27679,2691,4,1.38E-06,33412,36048,HOWARDS SWT PEPPER RELISH,0,8150,8861,26060,1,25.00,64091
116129,81054994873,LITTLE PENGUIN CAB SAUV 1.5L,DSD-WINE,16.98999977,0,33566,27679,2691,4,1.38E-06,117023,85000021576,BAREFOOT 1.5LTR MALBEC,0,21016,15907,4203,1,25.00,33412
116129,81054994873,LITTLE PENGUIN CAB SAUV 1.5L,DSD-WINE,16.98999977,0,33566,27679,2691,4,1.38E-06,117266,8.54E+11,JAM      750ML BTR CHARDONNAY,0,19256,12614,2160,1,25.00,52506
116199,82896060412,BONTERRA VYD ROSE,DSD-WINE,17.98999977,0,33568,27452,2400,4,1.38E-06,116444,88692860232,STERLING V COL CAB SAUV,0,19981,14122,3046,1,25.00,79958
116199,82896060412,BONTERRA VYD ROSE,DSD-WINE,17.98999977,0,33568,27452,2400,4,1.38E-06,116495,89744761156,CAVICCHIOLI 1928 PROSECCO,0,11935,7258,4161,1,25.00,116835
116199,82896060412,BONTERRA VYD ROSE,DSD-WINE,17.98999977,0,33568,27452,2400,4,1.38E-06,116606,8.71E+11,OYSTER BAY PINOT GRIS,0,19081,13504,2720,1,25.00,52506
116199,82896060412,BONTERRA VYD ROSE,DSD-WINE,17.98999977,0,33568,27452,2400,4,1.38E-06,116835,82242010924,N VINES  750ML 242 SAUV BLANC,0,20377,16430,4972,1,25.00,52416
116333,86012500844,C MONDAVI MERLOT 1.5L,DSD-WINE,16.98999977,0,33574,28727,2698,4,1.38E-06,61896,5.10E+12,G&G WUNDERBAR BOLOGNA,0,486,1049,43804,2,50.00,43263
116333,86012500844,C MONDAVI MERLOT 1.5L,DSD-WINE,16.98999977,0,33574,28727,2698,4,1.38E-06,43263,313490,BEEF LIVER TIPS,0,9392,10554,29494,2,50.00,61896
116333,86012500844,C MONDAVI MERLOT 1.5L,DSD-WINE,16.98999977,0,33574,28727,2698,4,1.38E-06,117152,89475501014,ZACCAGNI 750ML MONTEPULCIANO,0,15996,8851,1398,1,25.00,52509
116333,86012500844,C MONDAVI MERLOT 1.5L,DSD-WINE,16.98999977,0,33574,28727,2698,4,1.38E-06,117000,85000016688,BAREFOOT 750ML MOSCATO,0,12915,10877,11684,1,25.00,9259
116414,88586009242,BORNE OF FIRE CAB SAUV,DSD-WINE,22.98999977,0,33578,25712,1233,4,1.38E-06,112875,8.59E+11,CITIZEN LAKE HOPPER,0,8499,4206,3399,1,25.00,7001
116414,88586009242,BORNE OF FIRE CAB SAUV,DSD-WINE,22.98999977,0,33578,25712,1233,4,1.38E-06,115817,42421162714,CHRCTERIE TRIO GENOA CAPCLLO,0,7458,4713,7889,1,25.00,112873
116414,88586009242,BORNE OF FIRE CAB SAUV,DSD-WINE,22.98999977,0,33578,25712,1233,4,1.38E-06,114976,25700709374,ZIPLOC? CONTAINER DEEP SQUARE 3CT,0,18254,19788,36032,1,25.00,46157
116414,88586009242,BORNE OF FIRE CAB SAUV,DSD-WINE,22.98999977,0,33578,25712,1233,4,1.38E-06,112873,8.59E+11,CITIZEN CIDER WITS UP 4PK,0,10371,5598,3398,1,25.00,7008
116526,6.63E+11,MAQUAM WINERY COUNTRY ROAD RD  750ML,DSD-WINE,17.98999977,0,33580,27151,2418,4,1.38E-06,116114,80516160856,BANFI TUSCANY CHIANTI CLASSIC,0,18723,13976,4917,1,25.00,116467
116526,6.63E+11,MAQUAM WINERY COUNTRY ROAD RD  750ML,DSD-WINE,17.98999977,0,33580,27151,2418,4,1.38E-06,116447,88692862106,STERLING V COL PINOT NOIR,0,22575,16434,3049,1,25.00,116114
116526,6.63E+11,MAQUAM WINERY COUNTRY ROAD RD  750ML,DSD-WINE,17.98999977,0,33580,27151,2418,4,1.38E-06,116113,80516160849,BANFI TUSCANY CLASSICO RSVA,0,18722,10624,1230,1,25.00,116722
116526,6.63E+11,MAQUAM WINERY COUNTRY ROAD RD  750ML,DSD-WINE,17.98999977,0,33580,27151,2418,4,1.38E-06,116411,88586007682,14 HANDS STAMPEDE RED,0,27938,23805,5909,1,25.00,116447
116673,7.43E+11,FERRARI CARANO CHARDONNAY,DSD-WINE,29.98999977,0,33583,25129,476,4,1.38E-06,116235,84687001017,ERATH OREG PINOT NOIR,0,18255,10506,1392,1,25.00,117169
116673,7.43E+11,FERRARI CARANO CHARDONNAY,DSD-WINE,29.98999977,0,33583,25129,476,4,1.38E-06,116247,85798028726,ALEXANDER VALL EST CAB SAUV,0,22572,13821,1086,1,25.00,24850
116673,7.43E+11,FERRARI CARANO CHARDONNAY,DSD-WINE,29.98999977,0,33583,25129,476,4,1.38E-06,115316,7.19E+11,LONG TRAIL ALE 12OZ/12PK BTTLE,0,12293,5691,724,1,25.00,24850
116682,8.18E+11,BREAD  BUTTER ROSE,DSD-WINE,17.98999977,0,33584,27307,2424,4,1.38E-06,7289,8981468,F-HOOD HALF&HALF 16oz 6436,1,360,997,39786,2,50.00,56162
116682,8.18E+11,BREAD  BUTTER ROSE,DSD-WINE,17.98999977,0,33584,27307,2424,4,1.38E-06,116528,6.89E+11,KIM CRWFORD SAUV BL,0,14208,8093,2581,1,25.00,56059
116682,8.18E+11,BREAD  BUTTER ROSE,DSD-WINE,17.98999977,0,33584,27307,2424,4,1.38E-06,115931,26832100602,NY DAILY NEWS,0,1740,2735,35831,1,25.00,7145
116682,8.18E+11,BREAD  BUTTER ROSE,DSD-WINE,17.98999977,0,33584,27307,2424,4,1.38E-06,116412,88586007859,INTRINSIC CAB SAUV,0,21503,12951,1232,1,25.00,NA
116683,8.18E+11,BREAD  BUTTER SAUV BLANC,DSD-WINE,17.98999977,0,33585,27492,2425,4,1.38E-06,15951,9974,BYET GRADE A XLG BROWN,0,1007,1072,28378,2,50.00,7262
116683,8.18E+11,BREAD  BUTTER SAUV BLANC,DSD-WINE,17.98999977,0,33585,27492,2425,4,1.38E-06,305590,3429,FLGR HOUSE BLEND CFE,0,5929,5903,18661,2,50.00,52484
116683,8.18E+11,BREAD  BUTTER SAUV BLANC,DSD-WINE,17.98999977,0,33585,27492,2425,4,1.38E-06,116173,82734001096,CASILLERO DIABLO CAB SAV,0,18889,14511,4144,2,50.00,8572
116707,18138209028,EDNA VAL 750ML CABERNET,DSD-WINE,16.98999977,0,33586,27490,2721,4,1.38E-06,116272,86003061910,RM PRVT SELECT CAB SAUV,0,20372,16084,5893,1,25.00,8128
116707,18138209028,EDNA VAL 750ML CABERNET,DSD-WINE,16.98999977,0,33586,27490,2721,4,1.38E-06,117205,99988071416,MENAGE   750ML DECADNC CABERNT,0,21250,15904,4226,1,25.00,7011
116707,18138209028,EDNA VAL 750ML CABERNET,DSD-WINE,16.98999977,0,33586,27490,2721,4,1.38E-06,116688,8.54E+11,RICKSHAW CABERNET,0,19082,14970,3486,1,25.00,116407
116707,18138209028,EDNA VAL 750ML CABERNET,DSD-WINE,16.98999977,0,33586,27490,2721,4,1.38E-06,116407,88586004483,14 HANDS RED BLEND,0,20573,16003,5907,1,25.00,116688
116974,85000010235,C ROSSI  4LTR CHIANTI,DSD-WINE,20.98999977,0,33596,25867,1614,4,1.38E-06,116756,41985314140,CORBETT  1.5LTR CANYON SAUV BL,0,29312,26481,5937,1,25.00,116074
116974,85000010235,C ROSSI  4LTR CHIANTI,DSD-WINE,20.98999977,0,33596,25867,1614,4,1.38E-06,8235,8980776,F-CHEEZ ITS SMALL BOX 9192,1,71,50,19551,1,25.00,116074
116974,85000010235,C ROSSI  4LTR CHIANTI,DSD-WINE,20.98999977,0,33596,25867,1614,4,1.38E-06,117272,8.58E+11,JOSH CLR 750ML CABRT SAUVIGNON,0,7286,3018,2736,1,25.00,NA
116974,85000010235,C ROSSI  4LTR CHIANTI,DSD-WINE,20.98999977,0,33596,25867,1614,4,1.38E-06,116074,12354004290,19 CRIMES SNOOP DOGG RED  750ML,0,14207,8882,3029,1,25.00,116756
117252,8.48E+11,FDC HOUSE WINE CHARD 3L,DSD-WINE,23.98999977,0,33608,26384,1095,4,1.38E-06,33363,59962,HNZ TOMATO KETCHUP,0,447,413,16117,1,25.00,56061
117252,8.48E+11,FDC HOUSE WINE CHARD 3L,DSD-WINE,23.98999977,0,33608,26384,1095,4,1.38E-06,116629,33293003809,FREIXENET X-DRY PLATINUM,0,20165,14891,3477,1,25.00,8238
117252,8.48E+11,FDC HOUSE WINE CHARD 3L,DSD-WINE,23.98999977,0,33608,26384,1095,4,1.38E-06,115918,70446400009,1# SAUERKRAUT,0,5030,7979,38434,1,25.00,52266
117252,8.48E+11,FDC HOUSE WINE CHARD 3L,DSD-WINE,23.98999977,0,33608,26384,1095,4,1.38E-06,117254,8.48E+11,FDC HOUSE WINE RED 3L,0,30170,22930,1097,1,25.00,NA
117392,6.31E+11,SWEETWATER VARIETY 12PK,DSD-BEER DEPT,21.98999977,0,33609,25746,1404,4,1.38E-06,15951,9974,BYET GRADE A XLG BROWN,0,1007,1072,28378,1,25.00,52506
117392,6.31E+11,SWEETWATER VARIETY 12PK,DSD-BEER DEPT,21.98999977,0,33609,25746,1404,4,1.38E-06,117272,8.58E+11,JOSH CLR 750ML CABRT SAUVIGNON,0,7286,3018,2736,1,25.00,41389
117392,6.31E+11,SWEETWATER VARIETY 12PK,DSD-BEER DEPT,21.98999977,0,33609,25746,1404,4,1.38E-06,117450,8.69E+11,SHCKSBRY 4PK CAN ROSE,0,20581,16578,5973,1,25.00,52506
14280,51489,JON DONAIR CRML TRTL ICE CRM,NA,19.98999977,0,33610,26162,1879,4,1.38E-06,18444,77647,MARG STICK PEPPERONI 8 OZ,0,1510,1129,16809,1,25.00,104904
14280,51489,JON DONAIR CRML TRTL ICE CRM,NA,19.98999977,0,33610,26162,1879,4,1.38E-06,304336,7.96E+11,HMK CARD GRAD ANYONE,0,33991,34992,27041,1,25.00,4460
14280,51489,JON DONAIR CRML TRTL ICE CRM,NA,19.98999977,0,33610,26162,1879,4,1.38E-06,104904,7.64E+11,HMK CRD MULTIPK GRAD CAP  LTR,0,37460,36697,14373,1,25.00,56066
14280,51489,JON DONAIR CRML TRTL ICE CRM,NA,19.98999977,0,33610,26162,1879,4,1.38E-06,14173,320192,GC CHIP  DIP PERSONAL PLTTER,0,6004,4321,11706,1,25.00,NA
14727,76969,DMB 1/2 SHT DECO CHOC CAKE,NA,29.98999977,0,33612,27818,487,4,1.38E-06,7985,8979835,F-Family group 6930,1,4607,5981,34428,1,25.00,7982
14727,76969,DMB 1/2 SHT DECO CHOC CAKE,NA,29.98999977,0,33612,27818,487,4,1.38E-06,115170,46783003333,GLAZIER FRANKFURTER NC 3# BAG,0,4870,1482,2398,1,25.00,7300
14727,76969,DMB 1/2 SHT DECO CHOC CAKE,NA,29.98999977,0,33612,27818,487,4,1.38E-06,7982,8979832,F-Family group 6927,1,5006,9362,40787,1,25.00,7985
14727,76969,DMB 1/2 SHT DECO CHOC CAKE,NA,29.98999977,0,33612,27818,487,4,1.38E-06,7300,8981479,F-HELAVA GOOD DIP 1403,1,58,81,34373,1,25.00,115170
19307,77621,KAYEM 2.5 RED NC MT FRNK BAG 6/2.5 L,FRANKS,20.38999939,0,33625,30244,1756,4,1.38E-06,18140,545091,BELG MOZZ CILIEGINE CRYO,0,3917,4159,18277,1,25.00,299746
19307,77621,KAYEM 2.5 RED NC MT FRNK BAG 6/2.5 L,FRANKS,20.38999939,0,33625,30244,1756,4,1.38E-06,18134,544795,BELG LOG MOZZARELLA THIN SLCD,0,2425,1216,7969,1,25.00,7721
19307,77621,KAYEM 2.5 RED NC MT FRNK BAG 6/2.5 L,FRANKS,20.38999939,0,33625,30244,1756,4,1.38E-06,15186,333,LOL WHIPPING CREAM,0,3924,3720,20349,1,25.00,51055
19307,77621,KAYEM 2.5 RED NC MT FRNK BAG 6/2.5 L,FRANKS,20.38999939,0,33625,30244,1756,4,1.38E-06,299743,407743,GG SHPG WHT CRN BTR SCE BXD,0,5520,11800,42266,1,25.00,18134
22010,22308,LUNA MSHPS LMN ZEST BB SNK BRS,GRANOLA BARS,21.29000092,0,33631,25778,1544,4,1.38E-06,10586,381751,BRAGG COCONUT AMINO SEASON,0,23788,21623,10541,1,25.00,45468
